                                    oof_accuracy                                                         test_accuracy                                                        
                                            mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                          
lgb_baseline                              0.4309  0.4283  0.4335 0.0021  [0.428 0.429 0.431 0.433 0.433]        0.4306  0.4276  0.4337 0.0024  [0.429 0.429 0.430 0.430 0.435]
scores: cpc_finetuning_scores_1000        0.4587  0.4472  0.4702 0.0092  [0.443 0.457 0.463 0.464 0.466]        0.4510  0.4363  0.4656 0.0118  [0.431 0.449 0.456 0.456 0.462]
scores: mles_finetuning_scores_1000       0.4634  0.4594  0.4674 0.0032  [0.458 0.464 0.464 0.465 0.466]        0.4514  0.4428  0.4600 0.0069  [0.439 0.451 0.455 0.455 0.456]
scores: target_scores_1000                0.4417  0.4257  0.4577 0.0129  [0.428 0.428 0.450 0.450 0.454]        0.4336  0.4143  0.4530 0.0156  [0.412 0.422 0.443 0.444 0.447]
