                                     oof_accuracy                                                         test_accuracy                                                        
                                             mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                           
lgb_baseline                               0.5260  0.5242  0.5278 0.0015  [0.524 0.525 0.527 0.527 0.528]        0.5243  0.5230  0.5257 0.0011  [0.523 0.523 0.525 0.525 0.526]
scores: cpc_finetuning_scores_50000        0.5462  0.5448  0.5476 0.0011  [0.545 0.545 0.547 0.547 0.547]        0.5316  0.5299  0.5332 0.0013  [0.530 0.531 0.532 0.532 0.533]
scores: mles_finetuning_scores_50000       0.5534  0.5515  0.5552 0.0015  [0.552 0.552 0.554 0.554 0.555]        0.5348  0.5317  0.5379 0.0025  [0.531 0.534 0.535 0.536 0.538]
scores: target_scores_50000                0.5380  0.5345  0.5415 0.0028  [0.534 0.536 0.539 0.540 0.541]        0.5233  0.5208  0.5259 0.0020  [0.521 0.521 0.524 0.525 0.525]
