                                                                   oof_accuracy                                                         test_accuracy                                                        
                                                                           mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                                                         
lgb_embeds: emb__smpl_strategy_AllPositivePair.pickle                    0.5301  0.5286  0.5316 0.0012  [0.528 0.529 0.530 0.531 0.531]        0.5295  0.5285  0.5305 0.0008  [0.528 0.529 0.529 0.530 0.530]
lgb_embeds: emb__smpl_strategy_DistanceWeightedPair.pickle               0.5355  0.5332  0.5377 0.0018  [0.533 0.535 0.536 0.536 0.538]        0.5345  0.5323  0.5368 0.0018  [0.533 0.533 0.534 0.535 0.537]
lgb_embeds: emb__smpl_strategy_HardNegativePair_neg_count_2.pickle       0.5418  0.5399  0.5437 0.0015  [0.539 0.542 0.542 0.543 0.543]        0.5388  0.5380  0.5397 0.0007  [0.538 0.539 0.539 0.539 0.540]
lgb_embeds: emb__smpl_strategy_HardNegativePair_neg_count_5.pickle       0.5366  0.5355  0.5377 0.0009  [0.535 0.536 0.537 0.537 0.538]        0.5363  0.5349  0.5377 0.0011  [0.535 0.535 0.537 0.537 0.537]
lgb_embeds: emb__smpl_strategy_HardNegativePair_neg_count_9.pickle       0.5420  0.5396  0.5445 0.0020  [0.540 0.540 0.543 0.544 0.544]        0.5403  0.5394  0.5411 0.0007  [0.539 0.540 0.541 0.541 0.541]
lgb_embeds: mles_embeddings.pickle                                       0.5420  0.5396  0.5445 0.0020  [0.540 0.540 0.543 0.544 0.544]        0.5403  0.5394  0.5411 0.0007  [0.539 0.540 0.541 0.541 0.541]
