                                      oof_accuracy                                                         test_accuracy                                                        
                                              mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                            
lgb_baseline                                0.5444  0.5421  0.5467 0.0018  [0.542 0.544 0.544 0.546 0.546]        0.5443  0.5439  0.5447 0.0003  [0.544 0.544 0.544 0.544 0.545]
scores: cpc_finetuning_scores_200000        0.5598  0.5573  0.5623 0.0020  [0.556 0.559 0.561 0.561 0.561]        0.5448  0.5429  0.5467 0.0015  [0.543 0.544 0.545 0.545 0.547]
scores: mles_finetuning_scores_200000       0.5659  0.5643  0.5675 0.0013  [0.564 0.566 0.566 0.567 0.567]        0.5491  0.5476  0.5506 0.0012  [0.547 0.549 0.549 0.550 0.550]
scores: target_scores_200000                0.5545  0.5536  0.5554 0.0007  [0.553 0.555 0.555 0.555 0.555]        0.5423  0.5409  0.5436 0.0011  [0.541 0.542 0.542 0.543 0.544]
