                                    oof_accuracy                                                         test_accuracy                                                        
                                            mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                          
lgb_baseline                              0.4814  0.4786  0.4842 0.0022  [0.479 0.480 0.481 0.483 0.484]        0.4802  0.4785  0.4820 0.0014  [0.478 0.479 0.480 0.481 0.482]
scores: cpc_finetuning_scores_6000        0.5116  0.5102  0.5130 0.0011  [0.510 0.511 0.512 0.512 0.513]        0.4968  0.4945  0.4991 0.0019  [0.494 0.496 0.497 0.497 0.499]
scores: mles_finetuning_scores_6000       0.5179  0.5147  0.5210 0.0026  [0.515 0.516 0.518 0.518 0.522]        0.4974  0.4928  0.5019 0.0037  [0.492 0.496 0.498 0.499 0.502]
scores: target_scores_6000                0.5043  0.5028  0.5057 0.0012  [0.503 0.503 0.504 0.505 0.506]        0.4919  0.4899  0.4939 0.0016  [0.490 0.491 0.491 0.493 0.494]
