                                    oof_accuracy                                                         test_accuracy                                                        
                                            mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                          
lgb_baseline                              0.4639  0.4600  0.4677 0.0031  [0.460 0.463 0.464 0.464 0.469]        0.4619  0.4588  0.4650 0.0025  [0.460 0.460 0.461 0.462 0.466]
scores: cpc_finetuning_scores_3000        0.4944  0.4932  0.4956 0.0010  [0.493 0.494 0.495 0.495 0.495]        0.4853  0.4807  0.4899 0.0037  [0.480 0.483 0.486 0.487 0.490]
scores: mles_finetuning_scores_3000       0.4998  0.4967  0.5029 0.0025  [0.497 0.498 0.500 0.502 0.502]        0.4762  0.4711  0.4814 0.0042  [0.470 0.476 0.477 0.478 0.481]
scores: target_scores_3000                0.4882  0.4834  0.4929 0.0038  [0.484 0.485 0.488 0.490 0.493]        0.4799  0.4774  0.4825 0.0020  [0.478 0.478 0.479 0.482 0.483]
