                                                                    oof_rocauc_score                                                         test_rocauc_score
                                                                                mean t_int_l t_int_h    std                           values              mean t_int_l t_int_h    std                           values
name                                                                                                                                                                                                                  
linear_embeds: emb__encoder_lstm_short.pickle                                 0.8513  0.8332  0.8694 0.0130  [0.834 0.842 0.854 0.862 0.865]            0.8493  0.8466  0.8519 0.0019  [0.846 0.849 0.850 0.851 0.851]
linear_embeds: emb__encoder_transf_bs064_8head_128hs_6layers.pickle           0.8386  0.8210  0.8562 0.0127  [0.821 0.833 0.837 0.850 0.852]            0.8397  0.8386  0.8408 0.0008  [0.839 0.839 0.840 0.840 0.841]
linear_embeds: emb__encoder_transf_bs064_8head_192hs_6layers.pickle           0.4920  0.4776  0.5064 0.0104  [0.482 0.483 0.489 0.503 0.503]            0.4927  0.4918  0.4935 0.0006  [0.492 0.492 0.493 0.493 0.494]
linear_embeds: emb__encoder_transf_bs128_4head_128hs_4layers.pickle           0.8473  0.8252  0.8694 0.0159  [0.824 0.842 0.846 0.859 0.865]            0.8534  0.8530  0.8538 0.0003  [0.853 0.853 0.854 0.854 0.854]
linear_embeds: emb__encoder_transf_bs128_4head_128hs_6layers.pickle           0.8450  0.8256  0.8645 0.0140  [0.828 0.838 0.840 0.859 0.860]            0.8461  0.8438  0.8484 0.0017  [0.844 0.846 0.846 0.847 0.848]
linear_embeds: emb__encoder_transf_bs128_8head_064hs_6layers.pickle           0.8368  0.8180  0.8556 0.0135  [0.817 0.832 0.838 0.849 0.849]            0.8435  0.8423  0.8446 0.0008  [0.842 0.843 0.844 0.844 0.844]
linear_embeds: emb__encoder_transf_bs128_8head_096hs_6layers.pickle           0.8485  0.8273  0.8697 0.0153  [0.825 0.842 0.853 0.859 0.863]            0.8442  0.8431  0.8454 0.0008  [0.843 0.844 0.844 0.845 0.845]
linear_embeds: emb__encoder_transf_bs128_8head_128hs_4layers.pickle           0.8464  0.8272  0.8657 0.0139  [0.825 0.843 0.847 0.854 0.863]            0.8513  0.8482  0.8544 0.0022  [0.848 0.850 0.853 0.853 0.853]
linear_embeds: emb__encoder_transf_bs128_8head_128hs_6layers.pickle           0.8505  0.8312  0.8697 0.0139  [0.832 0.842 0.849 0.864 0.865]            0.8491  0.8479  0.8503 0.0009  [0.848 0.849 0.849 0.850 0.850]
xgb_embeds: emb__encoder_gru.pickle                                           0.8619  0.8444  0.8794 0.0126  [0.846 0.855 0.860 0.869 0.879]            0.8610  0.8547  0.8674 0.0046  [0.856 0.860 0.860 0.863 0.868]
xgb_embeds: emb__encoder_gru_hs128.pickle                                     0.8558  0.8394  0.8723 0.0118  [0.841 0.851 0.852 0.865 0.871]            0.8566  0.8489  0.8643 0.0056  [0.848 0.856 0.858 0.858 0.863]
xgb_embeds: emb__encoder_gru_long.pickle                                      0.8561  0.8398  0.8723 0.0117  [0.843 0.849 0.852 0.865 0.871]            0.8495  0.8431  0.8560 0.0046  [0.842 0.849 0.849 0.851 0.855]
xgb_embeds: emb__encoder_gru_short.pickle                                     0.8646  0.8479  0.8812 0.0120  [0.847 0.863 0.865 0.866 0.881]            0.8621  0.8595  0.8648 0.0019  [0.859 0.861 0.862 0.863 0.864]
xgb_embeds: emb__encoder_lstm.pickle                                          0.8522  0.8330  0.8715 0.0139  [0.836 0.845 0.846 0.867 0.867]            0.8469  0.8418  0.8519 0.0036  [0.841 0.845 0.849 0.849 0.850]
xgb_embeds: emb__encoder_lstm_hs128.pickle                                    0.8476  0.8266  0.8686 0.0151  [0.833 0.834 0.844 0.863 0.864]            0.8485  0.8421  0.8548 0.0046  [0.842 0.846 0.849 0.851 0.854]
xgb_embeds: emb__encoder_lstm_long.pickle                                     0.8346  0.8214  0.8479 0.0096  [0.820 0.833 0.833 0.842 0.844]            0.8361  0.8334  0.8387 0.0019  [0.833 0.835 0.836 0.836 0.839]
xgb_embeds: emb__encoder_lstm_short.pickle                                    0.8454  0.8299  0.8609 0.0112  [0.832 0.837 0.847 0.852 0.859]            0.8439  0.8404  0.8474 0.0025  [0.840 0.844 0.845 0.845 0.846]
xgb_embeds: emb__encoder_transf_bs064_8head_128hs_6layers.pickle              0.8356  0.8156  0.8556 0.0144  [0.813 0.831 0.839 0.845 0.850]            0.8255  0.8202  0.8309 0.0039  [0.821 0.823 0.826 0.827 0.831]
xgb_embeds: emb__encoder_transf_bs064_8head_192hs_6layers.pickle              0.5175  0.5009  0.5340 0.0119  [0.502 0.509 0.519 0.526 0.531]            0.5216  0.4973  0.5460 0.0176  [0.493 0.519 0.526 0.535 0.536]
xgb_embeds: emb__encoder_transf_bs128_4head_128hs_4layers.pickle              0.8412  0.8197  0.8627 0.0155  [0.817 0.836 0.847 0.850 0.856]            0.8387  0.8324  0.8450 0.0046  [0.832 0.838 0.839 0.842 0.843]
xgb_embeds: emb__encoder_transf_bs128_4head_128hs_6layers.pickle              0.8325  0.8080  0.8570 0.0177  [0.810 0.824 0.829 0.846 0.854]            0.8281  0.8241  0.8321 0.0029  [0.825 0.826 0.828 0.830 0.832]
xgb_embeds: emb__encoder_transf_bs128_8head_064hs_6layers.pickle              0.8353  0.8119  0.8587 0.0168  [0.809 0.827 0.844 0.847 0.849]            0.8417  0.8402  0.8433 0.0011  [0.840 0.841 0.842 0.842 0.843]
xgb_embeds: emb__encoder_transf_bs128_8head_096hs_6layers.pickle              0.8410  0.8168  0.8652 0.0174  [0.813 0.841 0.842 0.849 0.860]            0.8363  0.8312  0.8414 0.0037  [0.832 0.833 0.838 0.839 0.840]
xgb_embeds: emb__encoder_transf_bs128_8head_128hs_4layers.pickle              0.8369  0.8208  0.8531 0.0116  [0.818 0.836 0.839 0.845 0.848]            0.8416  0.8357  0.8475 0.0042  [0.837 0.839 0.842 0.842 0.848]
xgb_embeds: emb__encoder_transf_bs128_8head_128hs_6layers.pickle              0.8424  0.8208  0.8640 0.0156  [0.825 0.830 0.842 0.855 0.861]            0.8352  0.8300  0.8404 0.0037  [0.830 0.834 0.836 0.837 0.840]
