                   oof_reward                                                                                 test_reward                                                                                                                                   fold_n
                         mean t_int_l t_int_h    std                                                   values        mean t_int_l t_int_h    std                                                   values                                                   values
name                                                                                                                                                                                                                                                              
ml embeddings          0.2501  0.2223  0.2778 0.0340  [0.226 0.227 0.231 0.231 0.239 0.243 0.247 0.276 0.331]      0.2360  0.2317  0.2402 0.0052  [0.228 0.232 0.233 0.233 0.235 0.238 0.239 0.242 0.244]  [0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000]
ml embeddings v2       0.2446  0.2117  0.2774 0.0403  [0.203 0.208 0.208 0.234 0.237 0.240 0.268 0.277 0.327]      0.2321  0.2286  0.2356 0.0043  [0.224 0.229 0.230 0.230 0.232 0.233 0.234 0.237 0.238]  [0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000]
no user features       0.2693  0.2502  0.2883 0.0234  [0.249 0.249 0.250 0.251 0.259 0.281 0.281 0.288 0.315]      0.2326  0.2268  0.2384 0.0071  [0.215 0.230 0.233 0.233 0.233 0.236 0.237 0.238 0.238]  [0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000]
social demograpy       0.2668  0.2469  0.2867 0.0244  [0.237 0.253 0.255 0.257 0.257 0.264 0.265 0.301 0.313]      0.2381  0.2323  0.2439 0.0071  [0.224 0.230 0.236 0.240 0.241 0.242 0.243 0.244 0.245]  [0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000]
transactional stat     0.2403  0.2110  0.2696 0.0360  [0.192 0.214 0.215 0.219 0.234 0.236 0.271 0.285 0.298]      0.1608  0.1496  0.1721 0.0138  [0.141 0.141 0.152 0.156 0.165 0.168 0.174 0.175 0.175]  [0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000]
