                                     oof_accuracy                                                         test_accuracy                                                        
                                             mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                           
lgb_baseline                               0.6029  0.5951  0.6108 0.0063  [0.598 0.599 0.602 0.602 0.614]        0.5913  0.5861  0.5966 0.0042  [0.586 0.588 0.592 0.594 0.596]
scores: cpc_finetuning_scores_15887        0.6177  0.6091  0.6263 0.0069  [0.608 0.614 0.618 0.623 0.625]        0.6077  0.6046  0.6107 0.0025  [0.604 0.607 0.607 0.609 0.611]
scores: mles_finetuning_scores_15887       0.6216  0.6113  0.6320 0.0083  [0.613 0.615 0.618 0.629 0.632]        0.6101  0.6049  0.6153 0.0042  [0.603 0.609 0.611 0.613 0.614]
scores: target_scores_15887                0.6106  0.6065  0.6148 0.0033  [0.606 0.610 0.611 0.611 0.615]        0.6039  0.5989  0.6088 0.0040  [0.600 0.601 0.602 0.607 0.609]
