                                  oof_accuracy                                                         test_accuracy                                                        
                                          mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                        
lgb_embeds: nsp_embeddings.pickle       0.5926  0.5868  0.5985 0.0047  [0.587 0.589 0.594 0.595 0.598]        0.5851  0.5830  0.5873 0.0018  [0.583 0.584 0.585 0.586 0.587]
lgb_embeds: rtd_embeddings.pickle       0.5883  0.5850  0.5916 0.0026  [0.586 0.586 0.587 0.589 0.592]        0.5827  0.5790  0.5864 0.0030  [0.580 0.582 0.582 0.582 0.588]
lgb_embeds: sop_embeddings.pickle       0.5897  0.5857  0.5936 0.0032  [0.586 0.588 0.590 0.591 0.594]        0.5806  0.5770  0.5841 0.0029  [0.578 0.578 0.580 0.581 0.585]
scores: rtd_finetuning_scores           0.5853  0.5746  0.5959 0.0086  [0.576 0.580 0.582 0.591 0.597]        0.5815  0.5761  0.5868 0.0043  [0.575 0.580 0.582 0.585 0.586]
