                                   oof_accuracy                                                         test_accuracy                                                        
                                           mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                         
lgb_baseline                             0.5433  0.5320  0.5546 0.0091  [0.535 0.537 0.542 0.545 0.558]        0.5306  0.5222  0.5389 0.0067  [0.522 0.527 0.531 0.532 0.540]
scores: cpc_finetuning_scores_994        0.5836  0.5782  0.5889 0.0043  [0.577 0.581 0.585 0.586 0.588]        0.5830  0.5787  0.5874 0.0035  [0.578 0.581 0.583 0.584 0.588]
scores: mles_finetuning_scores_994       0.5760  0.5611  0.5909 0.0120  [0.567 0.569 0.570 0.578 0.596]        0.5695  0.5557  0.5833 0.0111  [0.561 0.562 0.562 0.576 0.586]
scores: target_scores_994                0.5707  0.5571  0.5843 0.0109  [0.554 0.567 0.572 0.577 0.583]        0.5616  0.5466  0.5766 0.0121  [0.549 0.553 0.562 0.565 0.580]
