                                    oof_accuracy                                                         test_accuracy                                                        
                                            mean t_int_l t_int_h    std                           values          mean t_int_l t_int_h    std                           values
name                                                                                                                                                                          
lgb_baseline                              0.5967  0.5903  0.6030 0.0051  [0.592 0.594 0.594 0.599 0.605]        0.5835  0.5803  0.5867 0.0026  [0.580 0.582 0.584 0.586 0.586]
scores: cpc_finetuning_scores_7943        0.6119  0.6077  0.6160 0.0033  [0.608 0.609 0.613 0.614 0.615]        0.6058  0.5974  0.6142 0.0068  [0.597 0.601 0.606 0.611 0.614]
scores: mles_finetuning_scores_7943       0.6161  0.6087  0.6235 0.0059  [0.609 0.613 0.616 0.619 0.624]        0.6118  0.6092  0.6143 0.0021  [0.609 0.611 0.612 0.612 0.615]
scores: target_scores_7943                0.6053  0.5948  0.6159 0.0085  [0.592 0.605 0.605 0.611 0.613]        0.5982  0.5944  0.6020 0.0031  [0.595 0.597 0.598 0.599 0.603]
