                                   oof_rocauc_score                                                         test_rocauc_score                                                        
                                               mean t_int_l t_int_h    std                           values              mean t_int_l t_int_h    std                           values
name                                                                                                                                                                                 
lgb_baseline                                 0.8462  0.8322  0.8601 0.0113  [0.836 0.839 0.844 0.848 0.865]            0.8503  0.8461  0.8546 0.0034  [0.845 0.850 0.851 0.852 0.854]
lgb_embeds: cpc_embeddings.pickle            0.8352  0.8246  0.8458 0.0085  [0.825 0.829 0.833 0.842 0.846]            0.8481  0.8429  0.8533 0.0042  [0.844 0.847 0.847 0.847 0.855]
lgb_embeds: mles_embeddings.pickle           0.8575  0.8496  0.8655 0.0064  [0.852 0.853 0.854 0.864 0.865]            0.8668  0.8653  0.8683 0.0012  [0.865 0.866 0.867 0.867 0.869]
scores: cpc_finetuning_scores_1512           0.8442  0.8360  0.8525 0.0066  [0.836 0.840 0.844 0.849 0.853]            0.8536  0.8478  0.8595 0.0047  [0.848 0.849 0.855 0.856 0.859]
scores: finetuning_scores_1512               0.8487  0.8389  0.8586 0.0079  [0.836 0.848 0.850 0.854 0.856]            0.8644  0.8584  0.8704 0.0048  [0.859 0.862 0.864 0.866 0.871]
scores: target_scores_1512                   0.8324  0.8256  0.8392 0.0055  [0.823 0.832 0.833 0.835 0.838]            0.8407  0.8256  0.8559 0.0122  [0.822 0.838 0.842 0.847 0.855]
