                                   oof_rocauc_score                                                         test_rocauc_score                                                        
                                               mean t_int_l t_int_h    std                           values              mean t_int_l t_int_h    std                           values
name                                                                                                                                                                                 
lgb_baseline                                 0.8665  0.8533  0.8797 0.0106  [0.858 0.860 0.860 0.871 0.883]            0.8674  0.8647  0.8700 0.0021  [0.865 0.865 0.868 0.869 0.870]
lgb_embeds: cpc_embeddings.pickle            0.8437  0.8363  0.8512 0.0060  [0.836 0.841 0.843 0.846 0.852]            0.8518  0.8478  0.8559 0.0032  [0.849 0.849 0.850 0.855 0.856]
lgb_embeds: mles_embeddings.pickle           0.8637  0.8573  0.8702 0.0052  [0.857 0.862 0.863 0.867 0.870]            0.8720  0.8685  0.8756 0.0029  [0.868 0.871 0.871 0.873 0.876]
scores: cpc_finetuning_scores_3024           0.8600  0.8528  0.8673 0.0059  [0.852 0.858 0.860 0.864 0.867]            0.8683  0.8657  0.8709 0.0021  [0.865 0.867 0.869 0.870 0.870]
scores: finetuning_scores_3024               0.8665  0.8555  0.8774 0.0088  [0.862 0.862 0.862 0.864 0.882]            0.8798  0.8769  0.8827 0.0023  [0.878 0.878 0.879 0.882 0.882]
scores: target_scores_3024                   0.8479  0.8388  0.8571 0.0074  [0.838 0.845 0.848 0.849 0.859]            0.8577  0.8493  0.8661 0.0067  [0.851 0.853 0.857 0.859 0.868]
