                                     oof_rocauc_score                                                         test_rocauc_score                                                        
                                                 mean t_int_l t_int_h    std                           values              mean t_int_l t_int_h    std                           values
name                                                                                                                                                                                   
lgb_embeds: emb__SampleRandom.pickle           0.8601  0.8439  0.8762 0.0130  [0.840 0.857 0.862 0.866 0.876]            0.8693  0.8669  0.8717 0.0019  [0.867 0.868 0.869 0.870 0.872]
lgb_embeds: emb__SplitRandom.pickle            0.8476  0.8297  0.8654 0.0144  [0.824 0.849 0.851 0.852 0.863]            0.8601  0.8558  0.8643 0.0034  [0.854 0.861 0.861 0.862 0.863]
lgb_embeds: mles_embeddings.pickle             0.8764  0.8689  0.8839 0.0060  [0.869 0.872 0.877 0.881 0.884]            0.8903  0.8868  0.8937 0.0028  [0.887 0.888 0.891 0.892 0.893]
